Fecha,Departamento,Municipio,Día,Hora,Barrio,Zona,Clase de sitio,Arma empleada,Móvil Agresor,Móvil Victima,Edad,Sexo,Estado civil,País de nacimiento,Clase de empleado,Profesión,Escolaridad,Código DANE,Cantidad
2018-01-01,AMAZONAS,LETICIA (CT),Lunes,9,ESPERANZA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,16.0,MASCULINO,SOLTERO,BRASIL,EMPLEADO PARTICULAR,,SECUNDARIA,91001000.0,1
2018-01-01,AMAZONAS,LETICIA (CT),Lunes,9,ESPERANZA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,17.0,MASCULINO,SOLTERO,BRASIL,EMPLEADO PARTICULAR,,SECUNDARIA,91001000.0,1
2018-01-01,ANTIOQUIA,ANDES,Lunes,8,ALTO DEL CEDRON,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,,PRIMARIA,5034000.0,1
2018-01-01,ANTIOQUIA,ANDES,Lunes,2,PARQUE PRINCIPAL,RURAL,PARQUES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30.0,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,,PRIMARIA,5034000.0,1
2018-01-01,ANTIOQUIA,ANORÍ,Lunes,3,TENCHE,RURAL,"BARES, CANTINAS Y SIMILARES",ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,25.0,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,,PRIMARIA,5040000.0,1
2018-01-01,ANTIOQUIA,ANORÍ,Lunes,7,LA GUACAMAYA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,56.0,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,,SECUNDARIA,5040000.0,1
2018-01-01,ANTIOQUIA,ANORÍ,Lunes,5,PARQUE PRINCIPAL,URBANA,"BARES, CANTINAS Y SIMILARES",ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,25.0,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,,SECUNDARIA,5040000.0,1
2018-01-01,ANTIOQUIA,CAUCASIA,Lunes,0,EL BOSQUE,URBANA,TRAMO DE VIA,CONTUNDENTES,A PIE,A PIE,19.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,,PRIMARIA,5154000.0,1
2018-01-01,ANTIOQUIA,HISPANIA,Lunes,18,LA CANCHA,URBANA,ESTABLECIMIENTO PUBLICO,ARMA DE FUEGO,A PIE,A PIE,32.0,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,TECNOLOGO  EN INGENIERIA DE SISTEMAS,TECNOLOGO,5353000.0,1
2018-01-01,ANTIOQUIA,ITAGUI,Lunes,2,SANTA MARIA # 2,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,25.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,,SECUNDARIA,5360000.0,1
2018-01-01,ANTIOQUIA,MEDELLÍN (CT),Lunes,21,VDA. SAN JOSE S.A.P.,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,21.0,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,5001000.0,1
2018-01-01,ANTIOQUIA,MEDELLÍN (CT),Lunes,10,POPULAR 1 C-1,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,36.0,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,5001000.0,1
2018-01-01,ANTIOQUIA,TURBO,Lunes,13,CGTO. EL DOS,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,43.0,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,,PRIMARIA,5837000.0,1
2018-01-01,ANTIOQUIA,VEGACHÍ,Lunes,22,LA GALLINERA,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,18.0,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,,SECUNDARIA,5858000.0,1
2018-01-01,ATLÁNTICO,CANDELARIA,Lunes,5,EL CARMEN,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,44.0,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,,PRIMARIA,8141000.0,1
2018-01-01,ATLÁNTICO,SOLEDAD,Lunes,1,CIUDAD PARAISO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,46.0,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,,PRIMARIA,8758000.0,1
2018-01-01,ATLÁNTICO,SOLEDAD,Lunes,6,LOS CEDROS,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22.0,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,,TECNICO,8758000.0,1
2018-01-01,BOLÍVAR,CARTAGENA (CT),Lunes,11,TORICES,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,27.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,13001000.0,1
2018-01-01,BOLÍVAR,CARTAGENA (CT),Lunes,1,LA ESPERANZA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,13001000.0,1
2018-01-01,BOLÍVAR,CARTAGENA (CT),Lunes,0,LA BOQUILLA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,15.0,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,,SECUNDARIA,13001000.0,1
2018-01-01,BOLÍVAR,CARTAGENA (CT),Lunes,2,NELSON MANDELA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,18.0,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,,SECUNDARIA,13001000.0,1
2018-01-01,BOLÍVAR,EL CARMEN DE BOLÍVAR,Lunes,1,SECTOR EL PARAMO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,51.0,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,,PRIMARIA,13244000.0,1
2018-01-01,BOYACÁ,SOGAMOSO,Lunes,3,EL RECREO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,34.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,INGENIERÍA INDUSTRIAL,SUPERIOR,15759000.0,1
2018-01-01,CALDAS,MANIZALES (CT),Lunes,4,BARRIO SAN JOSE,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,31.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,17001000.0,1
2018-01-01,CASANARE,SAN LUIS DE PALENQUE,Lunes,8,INSP. MIRAMAR DEL GUANAPALO,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,40.0,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,,PRIMARIA,85325000.0,1
2018-01-01,CAUCA,EL TAMBO,Lunes,1,VDA CHISQUIO,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,29.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,,ANALFABETA,19256000.0,1
2018-01-01,CAUCA,PAEZ,Lunes,11,Cacerio Villa del Prado Rio Chiquito,RURAL,CARRETERA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,38.0,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,,PRIMARIA,19517000.0,1
2018-01-01,CAUCA,POPAYÁN (CT),Lunes,14,MARIA ORIENTE,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,37.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,,SECUNDARIA,19001000.0,1
2018-01-01,CAUCA,POPAYÁN (CT),Lunes,12,EL POBLADO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,20.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,,PRIMARIA,19001000.0,1
2018-01-01,CAUCA,POPAYÁN (CT),Lunes,5,MARIA ORIENTE,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,40.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,,SECUNDARIA,19001000.0,1
2018-01-01,CAUCA,PUERTO TEJADA,Lunes,8,CARLOS ALBERTO GUZMAN,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,20.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,,SECUNDARIA,19573000.0,1
2018-01-01,CHOCÓ,EL CARMEN DE ATRATO,Lunes,10,LA MARIELA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,32.0,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,27245000.0,1
2018-01-01,CÓRDOBA,MONTERÍA (CT),Lunes,4,MOGAMBITO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,39.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,,SECUNDARIA,23001000.0,1
2018-01-01,CÓRDOBA,MONTERÍA (CT),Lunes,22,SUCRE,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,31.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,,SECUNDARIA,23001000.0,1
2018-01-01,CÓRDOBA,SAHAGÚN,Lunes,6,BOSQUE BARAJI,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,31.0,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,,SECUNDARIA,23660000.0,1
2018-01-01,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,1,SANTA LIBRADA E-5,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22.0,FEMENINO,SOLTERO,COLOMBIA,DESEMPLEADO,,SECUNDARIA,11001000.0,1
2018-01-01,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,5,LOS TRES REYES - I ETAPA E-19,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,17.0,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,,SECUNDARIA,11001000.0,1
2018-01-01,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,2,SAN ANTONIO E-15,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30.0,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,,SECUNDARIA,11001000.0,1
2018-01-01,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,2,CENTRO USME E-5,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,24.0,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,11001000.0,1
2018-01-01,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,7,LA PRIMAVERA E-7,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,43.0,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,,SECUNDARIA,11001000.0,1
2018-01-01,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,9,SIERRA MORENA E-19,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,19.0,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,,SECUNDARIA,11001000.0,1
2018-01-01,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,4,CHUNIZA E-5,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,19.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,11001000.0,1
2018-01-01,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,5,GRAN YOMASA E-5,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,15.0,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,,SECUNDARIA,11001000.0,1
2018-01-01,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,3,LUIS CARLOS GALAN E-10,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,33.0,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,,PRIMARIA,11001000.0,1
2018-01-01,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,4,JUAN REY E-4,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,11001000.0,1
2018-01-01,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,4,GUACAMAYAS I-II E-4,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,,37.0,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,,SECUNDARIA,11001000.0,1
2018-01-01,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,12,NACIONES UNIDAS E-19,URBANA,CAÑOS,CONTUNDENTES,A PIE,A PIE,26.0,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,,SECUNDARIA,11001000.0,1
2018-01-01,CUNDINAMARCA,FACATATIVÁ,Lunes,5,CENTRO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,38.0,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,,SECUNDARIA,25269000.0,1
2018-01-01,CUNDINAMARCA,FACATATIVÁ,Lunes,2,CARTAGENITA,URBANA,FRENTE A ALMACEN - VIA PUBLICA,ARMA DE FUEGO,A PIE,A PIE,21.0,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,,SECUNDARIA,25269000.0,1
2018-01-01,GUAJIRA,RIOHACHA (CT),Lunes,5,LOS CEREZOS,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,40.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,44001000.0,1
2018-01-01,HUILA,ISNOS,Lunes,6,VEREDA LA VICTORIA,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,19.0,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,,SECUNDARIA,41359000.0,1
2018-01-01,MAGDALENA,PLATO,Lunes,9,7 DE AGOSTO,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,CONTUNDENTES,A PIE,A PIE,47.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,,SECUNDARIA,47555000.0,1
2018-01-01,MAGDALENA,SANTA MARTA (CT),Lunes,8,CENTRO HISTORICO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,19.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,,SECUNDARIA,47001000.0,1
2018-01-01,NARIÑO,EL TABLÓN DE GÓMEZ,Lunes,7,CORREGIMIENTO LAS MESAS,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,27.0,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,,SECUNDARIA,52258000.0,1
2018-01-01,NARIÑO,PASTO (CT),Lunes,3,IDEMA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,26.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,,PRIMARIA,52001000.0,1
2018-01-01,NARIÑO,PASTO (CT),Lunes,7,LA CRUZ,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,31.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,,SECUNDARIA,52001000.0,1
2018-01-01,NARIÑO,PASTO (CT),Lunes,10,LORENZO,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,37.0,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,,SECUNDARIA,52001000.0,1
2018-01-01,NARIÑO,SAN ANDRES DE TUMACO,Lunes,5,EL MORRITO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,16.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,,PRIMARIA,52835000.0,1
2018-01-01,NARIÑO,SAN ANDRES DE TUMACO,Lunes,9,EXPORTADORA,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,38.0,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,,PRIMARIA,52835000.0,1
2018-01-01,NARIÑO,SAN ANDRES DE TUMACO,Lunes,0,CORREGIMIENTO LLORENTE,RURAL,FRENTE A DISCOTECAS,ARMA DE FUEGO,A PIE,A PIE,39.0,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,,PRIMARIA,52835000.0,1
2018-01-01,NARIÑO,SAN ANDRES DE TUMACO,Lunes,5,CALLE NUEVA CREACION,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,58.0,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,52835000.0,1
2018-01-01,NORTE DE SANTANDER,PAMPLONA,Lunes,8,BARRIO SIMON BOLIVAR,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,37.0,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,,PRIMARIA,54518000.0,1
2018-01-01,QUINDÍO,MONTENEGRO,Lunes,1,URIBE URIBE,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,45.0,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,63470000.0,1
2018-01-01,SANTANDER,BUCARAMANGA (CT),Lunes,15,5 DE ENERO,URBANA,CANCHA DE FUTBOL,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,43.0,MASCULINO,CASADO,COLOMBIA,DESEMPLEADO,,SECUNDARIA,68001000.0,1
2018-01-01,SANTANDER,FLORIDABLANCA,Lunes,2,VILLA REAL DEL SUR,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,26.0,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,,SECUNDARIA,68276000.0,1
2018-01-01,SANTANDER,PIEDECUESTA,Lunes,6,MIRADOR,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,50.0,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,,PRIMARIA,68547000.0,1
2018-01-01,SUCRE,SANTIAGO DE TOLÚ,Lunes,2,LOS LAURELES,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,70820000.0,1
2018-01-01,SUCRE,SINCELEJO (CT),Lunes,9,ALTO DEL ROSARIO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,33.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,70001000.0,1
2018-01-01,SUCRE,SINCELEJO (CT),Lunes,2,URB. VILLA ORIETA,URBANA,VIAS PUBLICAS,CUERDA/SOGA/CADENA,A PIE,A PIE,42.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,70001000.0,1
2018-01-01,VALLE,BUENAVENTURA,Lunes,5,EL TRIUNFO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,PASAJERO MOTOCICLETA,A PIE,31.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,,PRIMARIA,76109000.0,1
2018-01-01,VALLE,CALI (CT),Lunes,21,PIZAMOS II E21,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,35.0,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,76001000.0,1
2018-01-01,VALLE,CALI (CT),Lunes,19,BRETAÑA E9,URBANA,TIENDA,ARMA DE FUEGO,A PIE,A PIE,39.0,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,76001000.0,1
2018-01-01,VALLE,CALI (CT),Lunes,15,PETECUY II E6,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,76001000.0,1
2018-01-01,VALLE,CALI (CT),Lunes,12,CALIMIO DESEPAZ E21,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,CONDUCTOR MOTOCICLETA,27.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,76001000.0,1
2018-01-01,VALLE,CALI (CT),Lunes,17,EL VERGEL E13,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,28.0,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,,SECUNDARIA,76001000.0,1
2018-01-01,VALLE,CALI (CT),Lunes,2,EL TRONCAL E8,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,28.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,76001000.0,1
2018-01-01,VALLE,CALI (CT),Lunes,6,LOS LIDERES E21,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,A PIE,A PIE,23.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,76001000.0,1
2018-01-01,VALLE,CALI (CT),Lunes,5,V. MERCEDES I - V. LUZ- LAS GARZAS E21,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,17.0,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,,SECUNDARIA,76001000.0,1
2018-01-01,VALLE,CALI (CT),Lunes,21,LA ISLA E4,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,A PIE,A PIE,19.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,,PRIMARIA,76001000.0,1
2018-01-01,VALLE,CALI (CT),Lunes,22,LLANO VERDE E15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,20.0,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,,SECUNDARIA,76001000.0,1
2018-01-01,VALLE,LA UNIÓN,Lunes,18,EL JARDIN,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,47.0,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,76400000.0,1
2018-01-01,VALLE,LA VICTORIA,Lunes,19,FATIMA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,28.0,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,76403000.0,1
2018-01-02,ANTIOQUIA,BARBOSA,Martes,15,SAN RAFAEL,URBANA,TIENDA,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,23.0,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,,SECUNDARIA,5079000.0,1
2018-01-02,ANTIOQUIA,HISPANIA,Martes,16,MINA VIEJA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,18.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,,PRIMARIA,5353000.0,1
2018-01-02,ANTIOQUIA,MEDELLÍN (CT),Martes,19,CORAZON DE JESUS C-10,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,36.0,FEMENINO,SOLTERO,COLOMBIA,DESEMPLEADO,,ANALFABETA,5001000.0,1
2018-01-02,ANTIOQUIA,MEDELLÍN (CT),Martes,3,VILLA TINA C-8,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,31.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,5001000.0,1
2018-01-02,ANTIOQUIA,SALGAR,Martes,7,LA TARQUI,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,22.0,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,,SECUNDARIA,5642000.0,1
2018-01-02,ANTIOQUIA,SALGAR,Martes,19,MONTEBELLO PARTE ALTA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,54.0,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,,PRIMARIA,5642000.0,1
2018-01-02,ANTIOQUIA,YARUMAL,Martes,19,LA ARGENTINA,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,32.0,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,,PRIMARIA,5887000.0,1
2018-01-02,BOLÍVAR,SANTA ROSA,Martes,16,LOPEZ,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,28.0,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,13683000.0,1
2018-01-02,BOLÍVAR,TIQUISIO,Martes,14,VEREDA COLORADO,RURAL,CAÑOS,ARMA DE FUEGO,A PIE,A PIE,46.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,,PRIMARIA,13810000.0,1
2018-01-02,CALDAS,AGUADAS,Martes,19,ARMA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,54.0,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,,PRIMARIA,17013000.0,1
2018-01-02,CAQUETÁ,CARTAGENA DEL CHAIRÁ,Martes,23,VDA.  BERLIN,RURAL,"BARES, CANTINAS Y SIMILARES",ARMA DE FUEGO,A PIE,A PIE,55.0,MASCULINO,CASADO,COLOMBIA,COMERCIANTE,,PRIMARIA,18150000.0,1
