Fecha,Departamento,Municipio,Día,Hora,Barrio,Zona,Clase de sitio,Arma empleada,Móvil Agresor,Móvil Victima,Edad,Sexo,Estado civil,País de nacimiento,Clase de empleado,Profesión,Escolaridad,Código DANE,Cantidad,Fecha-Hora
2018-01-01 00:00:00,AMAZONAS,LETICIA (CT),Lunes,09:45:00,ESPERANZA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,16.0,MASCULINO,SOLTERO,BRASIL,EMPLEADO PARTICULAR,,SECUNDARIA,91001000.0,1,2018-01-01 09:45:00
2018-01-01 00:00:00,AMAZONAS,LETICIA (CT),Lunes,09:45:00,ESPERANZA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,17.0,MASCULINO,SOLTERO,BRASIL,EMPLEADO PARTICULAR,,SECUNDARIA,91001000.0,1,2018-01-01 09:45:00
2018-01-01 00:00:00,ANTIOQUIA,ANDES,Lunes,08:30:00,ALTO DEL CEDRON,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,,PRIMARIA,5034000.0,1,2018-01-01 08:30:00
2018-01-01 00:00:00,ANTIOQUIA,ANDES,Lunes,02:30:00,PARQUE PRINCIPAL,RURAL,PARQUES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30.0,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,,PRIMARIA,5034000.0,1,2018-01-01 02:30:00
2018-01-01 00:00:00,ANTIOQUIA,ANORÍ,Lunes,03:30:00,TENCHE,RURAL,"BARES, CANTINAS Y SIMILARES",ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,25.0,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,,PRIMARIA,5040000.0,1,2018-01-01 03:30:00
2018-01-01 00:00:00,ANTIOQUIA,ANORÍ,Lunes,07:40:00,LA GUACAMAYA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,56.0,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,,SECUNDARIA,5040000.0,1,2018-01-01 07:40:00
2018-01-01 00:00:00,ANTIOQUIA,ANORÍ,Lunes,05:35:00,PARQUE PRINCIPAL,URBANA,"BARES, CANTINAS Y SIMILARES",ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,25.0,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,,SECUNDARIA,5040000.0,1,2018-01-01 05:35:00
2018-01-01 00:00:00,ANTIOQUIA,CAUCASIA,Lunes,00:01:00,EL BOSQUE,URBANA,TRAMO DE VIA,CONTUNDENTES,A PIE,A PIE,19.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,,PRIMARIA,5154000.0,1,2018-01-01 00:01:00
2018-01-01 00:00:00,ANTIOQUIA,HISPANIA,Lunes,18:30:00,LA CANCHA,URBANA,ESTABLECIMIENTO PUBLICO,ARMA DE FUEGO,A PIE,A PIE,32.0,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,TECNOLOGO  EN INGENIERIA DE SISTEMAS,TECNOLOGO,5353000.0,1,2018-01-01 18:30:00
2018-01-01 00:00:00,ANTIOQUIA,ITAGUI,Lunes,02:45:00,SANTA MARIA # 2,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,25.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,,SECUNDARIA,5360000.0,1,2018-01-01 02:45:00
2018-01-01 00:00:00,ANTIOQUIA,MEDELLÍN (CT),Lunes,21:28:00,VDA. SAN JOSE S.A.P.,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,21.0,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,5001000.0,1,2018-01-01 21:28:00
2018-01-01 00:00:00,ANTIOQUIA,MEDELLÍN (CT),Lunes,10:39:00,POPULAR 1 C-1,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,36.0,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,5001000.0,1,2018-01-01 10:39:00
2018-01-01 00:00:00,ANTIOQUIA,TURBO,Lunes,13:00:00,CGTO. EL DOS,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,43.0,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,,PRIMARIA,5837000.0,1,2018-01-01 13:00:00
2018-01-01 00:00:00,ANTIOQUIA,VEGACHÍ,Lunes,22:50:00,LA GALLINERA,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,18.0,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,,SECUNDARIA,5858000.0,1,2018-01-01 22:50:00
2018-01-01 00:00:00,ATLÁNTICO,CANDELARIA,Lunes,05:00:00,EL CARMEN,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,44.0,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,,PRIMARIA,8141000.0,1,2018-01-01 05:00:00
2018-01-01 00:00:00,ATLÁNTICO,SOLEDAD,Lunes,01:00:00,CIUDAD PARAISO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,46.0,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,,PRIMARIA,8758000.0,1,2018-01-01 01:00:00
2018-01-01 00:00:00,ATLÁNTICO,SOLEDAD,Lunes,06:45:00,LOS CEDROS,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22.0,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,,TECNICO,8758000.0,1,2018-01-01 06:45:00
2018-01-01 00:00:00,BOLÍVAR,CARTAGENA (CT),Lunes,11:30:00,TORICES,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,27.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,13001000.0,1,2018-01-01 11:30:00
2018-01-01 00:00:00,BOLÍVAR,CARTAGENA (CT),Lunes,01:30:00,LA ESPERANZA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,13001000.0,1,2018-01-01 01:30:00
2018-01-01 00:00:00,BOLÍVAR,CARTAGENA (CT),Lunes,00:10:00,LA BOQUILLA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,15.0,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,,SECUNDARIA,13001000.0,1,2018-01-01 00:10:00
2018-01-01 00:00:00,BOLÍVAR,CARTAGENA (CT),Lunes,02:20:00,NELSON MANDELA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,18.0,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,,SECUNDARIA,13001000.0,1,2018-01-01 02:20:00
2018-01-01 00:00:00,BOLÍVAR,EL CARMEN DE BOLÍVAR,Lunes,01:40:00,SECTOR EL PARAMO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,51.0,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,,PRIMARIA,13244000.0,1,2018-01-01 01:40:00
2018-01-01 00:00:00,BOYACÁ,SOGAMOSO,Lunes,03:45:00,EL RECREO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,34.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,INGENIERÍA INDUSTRIAL,SUPERIOR,15759000.0,1,2018-01-01 03:45:00
2018-01-01 00:00:00,CALDAS,MANIZALES (CT),Lunes,04:00:00,BARRIO SAN JOSE,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,31.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,17001000.0,1,2018-01-01 04:00:00
2018-01-01 00:00:00,CASANARE,SAN LUIS DE PALENQUE,Lunes,08:30:00,INSP. MIRAMAR DEL GUANAPALO,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,40.0,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,,PRIMARIA,85325000.0,1,2018-01-01 08:30:00
2018-01-01 00:00:00,CAUCA,EL TAMBO,Lunes,01:30:00,VDA CHISQUIO,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,29.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,,ANALFABETA,19256000.0,1,2018-01-01 01:30:00
2018-01-01 00:00:00,CAUCA,PAEZ,Lunes,11:30:00,Cacerio Villa del Prado Rio Chiquito,RURAL,CARRETERA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,38.0,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,,PRIMARIA,19517000.0,1,2018-01-01 11:30:00
2018-01-01 00:00:00,CAUCA,POPAYÁN (CT),Lunes,14:40:00,MARIA ORIENTE,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,37.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,,SECUNDARIA,19001000.0,1,2018-01-01 14:40:00
2018-01-01 00:00:00,CAUCA,POPAYÁN (CT),Lunes,12:10:00,EL POBLADO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,20.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,,PRIMARIA,19001000.0,1,2018-01-01 12:10:00
2018-01-01 00:00:00,CAUCA,POPAYÁN (CT),Lunes,05:10:00,MARIA ORIENTE,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,40.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,,SECUNDARIA,19001000.0,1,2018-01-01 05:10:00
2018-01-01 00:00:00,CAUCA,PUERTO TEJADA,Lunes,08:15:00,CARLOS ALBERTO GUZMAN,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,20.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,,SECUNDARIA,19573000.0,1,2018-01-01 08:15:00
2018-01-01 00:00:00,CHOCÓ,EL CARMEN DE ATRATO,Lunes,10:30:00,LA MARIELA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,32.0,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,27245000.0,1,2018-01-01 10:30:00
2018-01-01 00:00:00,CÓRDOBA,MONTERÍA (CT),Lunes,04:00:00,MOGAMBITO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,39.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,,SECUNDARIA,23001000.0,1,2018-01-01 04:00:00
2018-01-01 00:00:00,CÓRDOBA,MONTERÍA (CT),Lunes,22:40:00,SUCRE,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,31.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,,SECUNDARIA,23001000.0,1,2018-01-01 22:40:00
2018-01-01 00:00:00,CÓRDOBA,SAHAGÚN,Lunes,06:00:00,BOSQUE BARAJI,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,31.0,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,,SECUNDARIA,23660000.0,1,2018-01-01 06:00:00
2018-01-01 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,01:00:00,SANTA LIBRADA E-5,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22.0,FEMENINO,SOLTERO,COLOMBIA,DESEMPLEADO,,SECUNDARIA,11001000.0,1,2018-01-01 01:00:00
2018-01-01 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,05:30:00,LOS TRES REYES - I ETAPA E-19,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,17.0,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,,SECUNDARIA,11001000.0,1,2018-01-01 05:30:00
2018-01-01 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,02:30:00,SAN ANTONIO E-15,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30.0,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,,SECUNDARIA,11001000.0,1,2018-01-01 02:30:00
2018-01-01 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,02:35:00,CENTRO USME E-5,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,24.0,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,11001000.0,1,2018-01-01 02:35:00
2018-01-01 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,07:45:00,LA PRIMAVERA E-7,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,43.0,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,,SECUNDARIA,11001000.0,1,2018-01-01 07:45:00
2018-01-01 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,09:25:00,SIERRA MORENA E-19,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,19.0,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,,SECUNDARIA,11001000.0,1,2018-01-01 09:25:00
2018-01-01 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,04:07:00,CHUNIZA E-5,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,19.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,11001000.0,1,2018-01-01 04:07:00
2018-01-01 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,05:13:00,GRAN YOMASA E-5,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,15.0,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,,SECUNDARIA,11001000.0,1,2018-01-01 05:13:00
2018-01-01 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,03:28:00,LUIS CARLOS GALAN E-10,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,33.0,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,,PRIMARIA,11001000.0,1,2018-01-01 03:28:00
2018-01-01 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,04:19:00,JUAN REY E-4,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,11001000.0,1,2018-01-01 04:19:00
2018-01-01 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,04:24:00,GUACAMAYAS I-II E-4,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,,37.0,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,,SECUNDARIA,11001000.0,1,2018-01-01 04:24:00
2018-01-01 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,12:17:00,NACIONES UNIDAS E-19,URBANA,CAÑOS,CONTUNDENTES,A PIE,A PIE,26.0,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,,SECUNDARIA,11001000.0,1,2018-01-01 12:17:00
2018-01-01 00:00:00,CUNDINAMARCA,FACATATIVÁ,Lunes,05:00:00,CENTRO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,38.0,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,,SECUNDARIA,25269000.0,1,2018-01-01 05:00:00
2018-01-01 00:00:00,CUNDINAMARCA,FACATATIVÁ,Lunes,02:40:00,CARTAGENITA,URBANA,FRENTE A ALMACEN - VIA PUBLICA,ARMA DE FUEGO,A PIE,A PIE,21.0,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,,SECUNDARIA,25269000.0,1,2018-01-01 02:40:00
2018-01-01 00:00:00,GUAJIRA,RIOHACHA (CT),Lunes,05:30:00,LOS CEREZOS,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,40.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,44001000.0,1,2018-01-01 05:30:00
2018-01-01 00:00:00,HUILA,ISNOS,Lunes,06:15:00,VEREDA LA VICTORIA,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,19.0,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,,SECUNDARIA,41359000.0,1,2018-01-01 06:15:00
2018-01-01 00:00:00,MAGDALENA,PLATO,Lunes,09:00:00,7 DE AGOSTO,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,CONTUNDENTES,A PIE,A PIE,47.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,,SECUNDARIA,47555000.0,1,2018-01-01 09:00:00
2018-01-01 00:00:00,MAGDALENA,SANTA MARTA (CT),Lunes,08:45:00,CENTRO HISTORICO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,19.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,,SECUNDARIA,47001000.0,1,2018-01-01 08:45:00
2018-01-01 00:00:00,NARIÑO,EL TABLÓN DE GÓMEZ,Lunes,07:00:00,CORREGIMIENTO LAS MESAS,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,27.0,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,,SECUNDARIA,52258000.0,1,2018-01-01 07:00:00
2018-01-01 00:00:00,NARIÑO,PASTO (CT),Lunes,03:40:00,IDEMA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,26.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,,PRIMARIA,52001000.0,1,2018-01-01 03:40:00
2018-01-01 00:00:00,NARIÑO,PASTO (CT),Lunes,07:10:00,LA CRUZ,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,31.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,,SECUNDARIA,52001000.0,1,2018-01-01 07:10:00
2018-01-01 00:00:00,NARIÑO,PASTO (CT),Lunes,10:10:00,LORENZO,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,37.0,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,,SECUNDARIA,52001000.0,1,2018-01-01 10:10:00
2018-01-01 00:00:00,NARIÑO,SAN ANDRES DE TUMACO,Lunes,05:00:00,EL MORRITO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,16.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,,PRIMARIA,52835000.0,1,2018-01-01 05:00:00
2018-01-01 00:00:00,NARIÑO,SAN ANDRES DE TUMACO,Lunes,09:30:00,EXPORTADORA,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,38.0,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,,PRIMARIA,52835000.0,1,2018-01-01 09:30:00
2018-01-01 00:00:00,NARIÑO,SAN ANDRES DE TUMACO,Lunes,00:40:00,CORREGIMIENTO LLORENTE,RURAL,FRENTE A DISCOTECAS,ARMA DE FUEGO,A PIE,A PIE,39.0,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,,PRIMARIA,52835000.0,1,2018-01-01 00:40:00
2018-01-01 00:00:00,NARIÑO,SAN ANDRES DE TUMACO,Lunes,05:20:00,CALLE NUEVA CREACION,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,58.0,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,52835000.0,1,2018-01-01 05:20:00
2018-01-01 00:00:00,NORTE DE SANTANDER,PAMPLONA,Lunes,08:40:00,BARRIO SIMON BOLIVAR,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,37.0,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,,PRIMARIA,54518000.0,1,2018-01-01 08:40:00
2018-01-01 00:00:00,QUINDÍO,MONTENEGRO,Lunes,01:20:00,URIBE URIBE,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,45.0,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,63470000.0,1,2018-01-01 01:20:00
2018-01-01 00:00:00,SANTANDER,BUCARAMANGA (CT),Lunes,15:00:00,5 DE ENERO,URBANA,CANCHA DE FUTBOL,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,43.0,MASCULINO,CASADO,COLOMBIA,DESEMPLEADO,,SECUNDARIA,68001000.0,1,2018-01-01 15:00:00
2018-01-01 00:00:00,SANTANDER,FLORIDABLANCA,Lunes,02:00:00,VILLA REAL DEL SUR,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,26.0,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,,SECUNDARIA,68276000.0,1,2018-01-01 02:00:00
2018-01-01 00:00:00,SANTANDER,PIEDECUESTA,Lunes,06:00:00,MIRADOR,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,50.0,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,,PRIMARIA,68547000.0,1,2018-01-01 06:00:00
2018-01-01 00:00:00,SUCRE,SANTIAGO DE TOLÚ,Lunes,02:40:00,LOS LAURELES,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,70820000.0,1,2018-01-01 02:40:00
2018-01-01 00:00:00,SUCRE,SINCELEJO (CT),Lunes,09:30:00,ALTO DEL ROSARIO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,33.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,70001000.0,1,2018-01-01 09:30:00
2018-01-01 00:00:00,SUCRE,SINCELEJO (CT),Lunes,02:30:00,URB. VILLA ORIETA,URBANA,VIAS PUBLICAS,CUERDA/SOGA/CADENA,A PIE,A PIE,42.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,70001000.0,1,2018-01-01 02:30:00
2018-01-01 00:00:00,VALLE,BUENAVENTURA,Lunes,05:10:00,EL TRIUNFO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,PASAJERO MOTOCICLETA,A PIE,31.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,,PRIMARIA,76109000.0,1,2018-01-01 05:10:00
2018-01-01 00:00:00,VALLE,CALI (CT),Lunes,21:30:00,PIZAMOS II E21,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,35.0,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,76001000.0,1,2018-01-01 21:30:00
2018-01-01 00:00:00,VALLE,CALI (CT),Lunes,19:30:00,BRETAÑA E9,URBANA,TIENDA,ARMA DE FUEGO,A PIE,A PIE,39.0,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,76001000.0,1,2018-01-01 19:30:00
2018-01-01 00:00:00,VALLE,CALI (CT),Lunes,15:30:00,PETECUY II E6,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,76001000.0,1,2018-01-01 15:30:00
2018-01-01 00:00:00,VALLE,CALI (CT),Lunes,12:00:00,CALIMIO DESEPAZ E21,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,CONDUCTOR MOTOCICLETA,27.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,76001000.0,1,2018-01-01 12:00:00
2018-01-01 00:00:00,VALLE,CALI (CT),Lunes,17:15:00,EL VERGEL E13,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,28.0,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,,SECUNDARIA,76001000.0,1,2018-01-01 17:15:00
2018-01-01 00:00:00,VALLE,CALI (CT),Lunes,02:10:00,EL TRONCAL E8,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,28.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,76001000.0,1,2018-01-01 02:10:00
2018-01-01 00:00:00,VALLE,CALI (CT),Lunes,06:05:00,LOS LIDERES E21,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,A PIE,A PIE,23.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,,SECUNDARIA,76001000.0,1,2018-01-01 06:05:00
2018-01-01 00:00:00,VALLE,CALI (CT),Lunes,05:10:00,V. MERCEDES I - V. LUZ- LAS GARZAS E21,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,17.0,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,,SECUNDARIA,76001000.0,1,2018-01-01 05:10:00
2018-01-01 00:00:00,VALLE,CALI (CT),Lunes,21:17:00,LA ISLA E4,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,A PIE,A PIE,19.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,,PRIMARIA,76001000.0,1,2018-01-01 21:17:00
2018-01-01 00:00:00,VALLE,CALI (CT),Lunes,22:24:00,LLANO VERDE E15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,20.0,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,,SECUNDARIA,76001000.0,1,2018-01-01 22:24:00
